id,definition
operculofrontal artery,
neural tissue of L3 segment of spinal cord,
posterior talocalcaneal ligament,
external pyramidal layer of left Brodmann area 33,
meningeal branch of cerebral part of internal carotid artery,
patient date of birth,
gracilis muscle,
brodmann area 7 of cuneus,
catheter portion only of central venous catheter with port,
trunk of communicating branch of glossopharyngeal nerve with auriculotemporal nerve,
cholesterol deposition,
segment of suprascapular nerve nucleus of ventral column,
posterior ethmoidal foramen,
muscle body of left quadriceps femoris,
ranula,"A form of retention cyst of the floor of the mouth, usually due to obstruction of the ducts of the submaxillary or sublingual glands, presenting a slowly enlarging painless deep burrowing mucocele of one side of the mouth. It is also called sublingual cyst and sublingual ptyalocele. [MeSH]"
deltoid tributary of thoraco-acromial vein,
vasculature of gray matter of C7 segment,
peritoneal sac,"Serous sac, which has as parts the peritoneum and the peritoneal cavity. Examples: There is only one peritoneal sac."
lamina of Brodmann area 21,
segment of lateral gray column of spinal cord,
nerve to semimembranosus (2),
transcutaneous,
dura mater of anterior root of seventh cervical nerve,
communicating branch of right greater palatine nerve to with right nasopalatine nerve,
incorrect number of images,
neural tissue of segment of spinal cord,
anterior ramus of left coccygeal nerve,
ascending branch of meningeal branch of fourth lumbar nerve,
fifth thoracic rotator,
pulmonary branch of left vagus nerve,
gray matter of right middle occipital gyrus,
herniated mediastinal pleural sac sign,"Crescent-shaped lucency crossing the midline into a partially collapsed lung on a frontal radiograph. Suggests pneuomothorax; gas-containing sac extends from mediastinal pleural space to contralateral side, often with mediastinal shift."
dorsoplantar projection,
inferior radiation of right thalamus,
articular branch of right obturator nerve,
external surface of body of stomach,
medial branch of posterior ramus of right ninth thoracic nerve,
valve,
neuronal component of gray matter of C6 segment,
mandibular mantle sign,"Thin layer of periosteal new bone on the inferior surface of the mandible on a radiograph of an infant. If seen in low-birth-weight infant, suggests nutritional rickets; if seen in infant with dyspnea or apnea, suggests lung disease of skeletal origin."
posterior rootlet of right first cervical nerve,
ligament of metacarpophalangeal joint,
tethered,
parietal pleura,
deep layer of proximal nail fold of left third toe,
zone of ileum,
lower lobe of right lung,
ulnar nerve component of trunk of eighth cervical nerve,
subserosa of jejunum,
anterior ramus of third sacral nerve,
anterior lobe part of left dentate nucleus,
Shepherd fracture,Fracture of the lateral tubercle of the posterior process of the talus.
internal surface of posterior wall of pyloric antrum,
external granular layer of right Brodmann area 52,
nerve to ninth external intercostal muscle,
distal zone of left deltoid,
halo sign of heart,Radiolucent ring around the border of the heart but not beyond great vessels on a frontal radiograph of a neonate. Suggests pneumopericardium.
thorium,"Thorium. A radioactive element of the actinide series of metals. It has an atomic symbol Th, atomic number 90, and atomic weight 232.04. It is used as fuel in nuclear reactors to produce fissionable uranium isotopes. Because of its radioopacity, various thorium compounds are used to facilitate visualization in roentgenography. [MeSH]"
l3 segment,
axillary nerve component of trunk of posterior division of anterior ramus of left fifth cervical nerve,
right ventromedial nucleus of hypothalamus,
intra-sinus tract,
tendon of fourth palmar interosseous of left hand,
thoracic segment of spinal epidural space,
inferior ileocolic lymphatic vessel,
left subcallosal fasciculus,
anterior rootlet of right fifth cervical nerve,
head of gastrocnemius,
radial nerve component of trunk of anterior ramus of left sixth cervical nerve,
brodmann area 47 of frontal lobe,
mild central spinal stenosis,less than 1/3 decrease in canal area
thoracodorsal nerve component of anterior root of right sixth cervical nerve,
shallow breaths,
radial nerve branch of posterior division of anterior ramus of sixth cervical nerve,
descending branch of meningeal branch of right second cervical nerve,
subserosa of cecum,
posteroanterior projection,
rootlet of right first cervical nerve,
meningeal branch of left second cervical nerve,
hemorrhage,Bleeding or escape of blood from a vessel. [MeSH]
anterior rootlet of right fifth thoracic nerve,
lamina of Brodmann area,
dorsal nail matrix of second toe,
RID12999,
musculocutaneous nerve component of trunk of seventh cervical nerve,
Judet view,
branch of left marginal artery,
diaphysis of distal phalanx of thumb,
mesothelium of visceral peritoneum of greater sac,
caudal segment of medulla oblongata,
atypical small acinar proliferation,"Atypical foci suspicious for, but not diagnostic of, adenocarcinoma. Defined as a focus of small acinar structures formed by atypical epithelial cells, in needle prostate biopsy,that is quantitatively and/or qualitatively insufficient for definitive diagnosis or exclusion of prostate cancer. Strong predicitve factor associated with prostate cancer. Repeat biopsy is indicated."
spin echo,
trunk of communicating branch to posterior scrotal nerve,
orbital branch of right maxillary nerve to right ethmoidal sinus,
medial patellofemoral ligament,
meningioma WHO grade II,
proximal segment of lateral root of right median nerve,
posterior recess of tympanic membrane,
neuroglial network of gray matter of T10 segment,
tendon of right levator veli palatini,
left side of midbrain,
dorsal tributary of right first lumbar vein,
RID12988,
proximal myotendinous region of lateral head of left gastrocnemius,
muscle of ossicles,
dura mater of anterior rootlet of fourth lumbar nerve,
posterior cord segment of C7 root of radial nerve,
diaphysis of left fourth metacarpal bone,
medial common palmar digital branch of median nerve,
genu of right internal capsule,
cribriform area of medulla of kidney,
neural tissue of C4 segment of spinal cord,
radiofrequency spoiling,
phase unwrapping,
body part subdivision cluster,
second tendon of right flexor digitorum brevis,
left eighth thoracic rotator,
neuronal component of gray matter of T8 segment,
brodmann area 28 of uncus,
t4 branch to longissimus capitis,
tendon of second dorsal interosseous of hand,
zygomaticofacial branch of left zygomatic nerve,
trunk of mandibular nerve,
neuromuscular fracture,
recurrent interosseous artery,
alveus of right hippocampus,
germanium,"A rare metal element with a blue-gray appearance and atomic symbol Ge, atomic number 32, and atomic weight 72.59. [MeSH]"
segment of C8 root of medial antebrachial cutaneous nerve,
nerve to sternohyoid,
right prehippocampal rudiment,
t7 branch to left spinalis thoracis,
white matter of telencephalon,
segment of vestibular nuclear complex,
intrahepatic branch of portal vein,
left anterior conjunctival artery,
communicating branch between left c2 and c3 posterior rami,
stress fracture,"Fractures due to the strain caused by repetitive exercise. They are thought to arise from a combination of muscle fatigue and bone failure, and occur in situations where bone remodeling predominates over repair. The classical stress fracture is the march fracture of military personnel, in which the metatarsal undergoes repeated stress during marching. The most common sites of stress fractures are the metatarsus, fibula, tibia, and femoral neck. [MeSH]"
RID12460,
neural network of left auriculotemporal part of head,
gelatinous nucleus of solitary tract,
lateral surface of body of scapula,
piriformis fascia,
right side of transition zone of prostate,
brodmann area 39 of left inferior parietal lobule,
arcuate ligament syndrome,
RID12905,
right postcommissural fornix,
nerve to third dorsal interosseous of left hand,
t6 branch to right spinalis capitis,
circular muscle layer of body of stomach,
branch of right musculocutaneous nerve to right biceps brachii,
segment of ventral posterior nucleus,
fibular segment of distal tendon of biceps femoris,
distal lateral striate branch of left middle cerebral artery,
retromolar triangle of mandible,
needle placement,
right extensor hallucis longus,
desquamative interstitial pneumonia,"Pathology.—Histologically, DIP is characterized by the widespread accumulation of an excess of macrophages in the distal airspaces. The macrophages are uniformly distributed, unlike in respiratory bronchiolitis–interstitial lung disease, in which the disease is conspicuously bronchiolocentric. Interstitial involvement is minimal. Most cases of DIP are related to cigarette smoking, but a few are idiopathic or associated with rare inborn errors of metabolism (5). 
Radiographs and CT scans.—Ground-glass opacity is the dominant abnormality and tends to have a basal and peripheral distribution (Fig 22). Microcystic or honeycomb changes in the area of ground-glass opacity are seen in some cases (55).  [Fleischner Society]"
right parietal operculum,
mucosa of fundus of urinary bladder,
abdominal lymphatic chain,
internal pyramidal lamina of Brodmann area 51,
enterostomy,Creation of an artificial external opening or fistula in the intestines. [MeSH]
right sternoclavicular joint,
brodmann area 40 of right superior parietal lobule,
medial proper palmar digital branch of right median nerve to right index finger,
protuberance,
posterior wall of pylorus,
branch of infra-orbital artery,
t6 segment,
lateral branch of dorsal branch of left third lumbar artery,
right thymic artery,
upper extremity vein,
thoracodorsal nerve component of trunk proper of anterior ramus of left sixth cervical nerve,
lateral cord of brachial nerve plexus,
transverse head of left adductor pollicis,
dura mater of rootlet of spinal nerve,
gray matter of left lateral occipital gyrus,
longitudinal muscle layer of rectum,
nucleus raphe magnus,
first anterior cervical intertransversarius,
zone of posterior cerebral artery,
posterior cord segment of C6 root of thoracodorsal nerve,
internal surface of infundibulum of uterine tube,
third diagonal artery,
gray matter of segment of gyrus,
distal zone of left biceps femoris,
hepatobiliary surgery,
thoracic segment of right gracile fasciculus of spinal cord,
left dorsal carpal branch of ulnar artery,
branch of musculophrenic artery,
lactiferous duct,
areolar gland,Lobular organ the parenchyma of which consists of acini connected to the surface of the areola or to a lactiferous duct by the duct of areolar gland. Examples: There are variable numbers of areolar glands.
nerve to third external intercostal muscle,
left posterior long insular gyrus,
gray matter of left gracile lobule,
root of right sacral nerve,
medulloblastoma,"A malignant neoplasm that may be classified either as a glioma or as a primitive neuroectodermal tumor of childhood (see neuroectodermal tumor, primitive). The tumor occurs most frequently in the first decade of life with the most typical location being the cerebellar vermis. Histologic features include a high degree of cellularity, frequent mitotic figures, and a tendency for the cells to organize into sheets or form rosettes. Medulloblastoma have a high propensity to spread throughout the craniospinal intradural axis. (From DeVita et al., Cancer: Principles and Practice of Oncology, 5th ed, pp2060-1) [MeSH]"
left temporal lobe proper,
medial branch of posterior ramus of left third cervical nerve,
gray matter of temporal segment of fusiform gyrus,
rostral part of cuneate nucleus,
surface of left scalenus anterior,
preterminal colic lymph node group,
surface of supraspinous fossa,
serosa of uterine tube proper,
medulla of kidney,"The internal portion of the kidney, consisting of striated conical masses, the renal pyramids, whose bases are adjacent to the cortex and whose apices form prominent papillae projecting into the lumen of the minor calyces. [MeSH]"
pararectal lymphatic chain of abdomen proper,
ovary,"The reproductive organ (gonads) in female animals. In vertebrates, the ovary contains two functional parts: the ovarian follicle for the production of female germ cells (oogenesis); and the endocrine cells (granulosa cells; theca cells; and luteal cells) for the production of estrogens and progesterone. [MeSH]"
nerve to anconeus,
t9 segment of dorsal thoracic nucleus,
nutrient branch of left deep brachial artery,
high attenuation,
choroid of globe,
cervical segment of lateral corticospinal tract,
trunk of vascular branch of left femoral nerve,
gastrointestinal transit time,
medial head of fourth dorsal interosseous of right hand,
deltoid branch of deep brachial artery,
branch of right long thoracic nerve to right serratus anterior (2),
inferior left pulmonary vein,
root of suprascapular nerve,
set of corticorubral fibers,
sublingual fossa of mandible,
head of third dorsal interosseous of left hand,
deep lingual artery,
skin of left big toe,
sulfur,"An element that is a member of the chalcogen family. It has an atomic symbol S, atomic number 16, and atomic weight 32.066. It is found in the amino acids cysteine and methionine. [MeSH]"
medial pectoral nerve,
lateral proper palmar digital branch of ulnar nerve to right little finger,
trunk of left fifth cervical nerve,
s4 root of left pudendal nerve,
jugular notch of temporal bone,
communicating branch of right internal laryngeal nerve with right recurrent laryngeal nerve,
epiphysis of fourth metatarsal bone,
crest of maxilla,
left anterior renal fascia,
ligament of atlanto-occipital joint,
lateral surface of zygomatic bone,
recurrent meningeal branch of right lacrimal artery,
trunk of communicating branch of cervical branch of right facial nerve with right transverse cutaneous cervical nerve,
quadrilateral segment of superior surface of teres major,
root of subcostal nerve,
amount of joint involvement,
polar part of of right lateral occipital gyrus,
t4 branch to right spinalis thoracis,
fourth part of duodenum,
lumbar segment of left dorsal gray column of spinal cord,
germ cell,
nerve to right extensor carpi radialis longus,
low-energy scan,
occipital plane,
coronoid fossa of humerus,
vasculature of left transition lobe of prostate,
abdominal segment of male body wall,
inferior sagittal sinus,
gray communicating ramus of thoracic nerve,
tendon of second lumbrical of left foot,
acquisition field of view,
abnormal signal void,BI-RADS MRI:  Absence of signal due to artifact.
vasculature of anterior lobe of prostate,
perfusion alteration,[LIRADS][ Change from the usual blood supply.
organized mucosa-associated lymphoid tissue,
synostosis,"A union between adjacent bones or parts of a single bone formed by osseous material, such as ossified connecting cartilage or fibrous tissue. (Dorland, 27th ed) [MeSH]"
foveola,
area of origin of left teres major,
t1 segment of dorsal gray column of spinal cord,
anterior septal branch of anterior ethmoidal artery,
muscle body of pronator teres,
hemispheric,
circular muscle layer of sigmoid colon,
surface of right teres minor,
reflected head of right rectus femoris,
tube current-time product,
t12 segment of left dorsal thoracic nucleus,
RID7788,
pallidotegmental fasciculus,
muscle of hand,
branch of dorsal pancreatic artery,
muscle layer of zone of small intestine,
lumen of left posterior superior minor calyx,
navicular fat stripe sign,"Displacement or absence of normal lucency seen between radial collateral ligament next to the scaphoid and the synovial tendon sheaths of the abductor pollicis longus and extensor pollicis brevis. Suggests fracture of scaphoid, radial styloid process, or first metacarpal."
buccal,"administration directed toward the cheek, generally from within the mouth."
neuronal component of white matter of segment of brain,
postganglionic segment of posterior root of left third cervical spinal nerve,
iliac crest,
radial k-space trajectory,
tendon of transverse muscle of left auricle,
lateral sacrococcygeal ligament,
lateral basal segment of lower lobe of left lung,
t1 nucleus of left ventral column for medial cutaneous nerve of left forearm,
white matter of right occipital pole,
intrathoracic kidney,
right medial lemniscus of pons,
external longitudinal muscle layer of ampulla of left uterine tube,
brodmann area 46 of inferior frontal gyrus,
right nucleus of ansa lenticularis,
capture equipment failure,"Image capture device malfunction, resulting in image loss, partial or corrupted images, or images with artifact or excessive noise"
transverse colon,"The segment of large intestine between ascending colon and descending colon. It passes from the right colic flexure across the abdomen, then turns sharply at the left colonic flexure into the descending colon. [MeSH]"
laryngectomy,Total or partial excision of the larynx. [MeSH]
distal region of muscle body of subscapularis,
superior anterior division segment of C6 root of right median nerve,
superior anterior trunk segment of lateral root of median nerve,
right first lateral lumbar intertransversarius,
right first cervical spinal ganglion,
brodmann area 44 of right precentral gyrus,
hemangioblastoma,"A benign tumor of the nervous system that may occur sporadically or in association with hippel-lindau disease. It accounts for approximately 2% of intracranial tumors, arising most frequently in the cerebellar hemispheres and vermis. Histologically, the tumors are composed of multiple capillary and sinusoidal channels lined with endothelial cells and clusters of lipid-laden pseudoxanthoma cells. Usually solitary, these tumors can be multiple and may also occur in the brain stem, spinal cord, retina, and supratentorial compartment. Cerebellar hemangioblastomas usually present in the third decade with intracranial hypertension, and ataxia. (From DeVita et al., Cancer: Principles and Practice of Oncology, 5th ed, pp2071-2) [MeSH]"
chest abdomen sign,"Lung pathology, such as pneumonia, fibrosis, atelectasis, or bronchial wall thickening, is visible with distended loops of bowel on a frontal radiograph. Suggests familial dysautonomia."
white matter of posterior segment of left paracentral lobule,
central segment of tenth thoracic spinal nerve,
thrombus,
ependyma proper of left lateral ventricle,
tumor vascularity absent,[BI-RADS]  US:
chiari malformation,
pseudarthrosis,"A pathologic entity characterized by deossification of a weight-bearing long bone, followed by bending and pathologic fracture, with inability to form normal bony callus leading to existence of the """"false joint"""" that gives the condition its name. (Dorland, 27th ed) [MeSH]"
c7 segment of esophagus,
c2 branch to right longus capitis,
segment of lymphatic tree organ,"Organ segment which is regional part of lymphatic tree organ. Examples: lymphatic chain, lymphatic plexus."
lumen of neck of urinary bladder,
nerve to right infraspinatus muscle (2),
right prefrontal cortex,
dura mater of anterior rootlet of left sixth cervical nerve,
neural network of fifth metatarsal bone,
c5 root of right phrenic nerve,
lateral tributary of dorsal tributary of left lumbar vein,
anterior tracheal displacement sign,"Trachea is displaced anteriorly on a lateral radiograph. Typically suggests obstructed and dilated esophagus, but may also result from vascular rings, neurenteric cysts, aberrant thyroid, and tumor."
duplication,
suspensory ligament of globe,
nerve to fourth interspinalis cervicis,
posterior root of right eleventh thoracic nerve,
set of short cerebral association nerve fasciculi in right cerebral hemisphere,
calcium score,
distal segment of C7 root of median nerve,
gestational trophoblastic tumor,"A group of interrelated trophoblastic diseases arising from pregnancy. They are commonly associated with hyperplasia of trophoblasts (trophoblast) and markedly elevated human chorionic gonadotropin. They include hydatidiform mole, invasive mole (hydatidiform mole, invasive), placental-site trophoblastic tumor (trophoblastIC TUMOR, placental site), and choriocarcinoma. These neoplasms have varying propensities for invasion and spread. [MeSH]"
fornix of lacrimal sac,
right Brodmann area 47,
tendon of left tibialis posterior,
plexiform layer of right Brodmann area 44,
concentric ring sign,"Hypointense outer ring, hyperintense inner ring, and central mass of normal or variable intensity seen on kidney MR image. Outer and inner rings represent pseudocapsule and hemoglobin degradation, respectively. Suggests hematoma."
lesser palatine artery,
c3 root of great auricular nerve,
trunk of interosseous branch of lateral terminal branch of deep fibular nerve,
Pearson view,
stratum of superior colliculus,
supratentorial,
superior gluteal artery,
subscapularis branch of right inferior subscapular nerve,
medial common palmar digital branch of left median nerve,
posterior ramus of sixth thoracic nerve,
left interosseous intercarpal ligament,
left interventricular foramen,
muscle layer of subdivision of jejunum,
c5 ventral column nucleus of right inferior subscapular nerve,
annular transducer,
anesthesia,
pus,
RID26855,
communicating branch between T12 and L1 anterior rami,
anterior compartment of left thigh,
palmar scaphotriquetral ligament,
sausage digit,Swelling of soft tissue of a single digit. Suggests psoriatic arthritis.
fatty,
plane of gastroduodenal junction,
right nasofrontal vein,
c4 branch to semispinalis capitis,
trunk of ganglionic branch of left lingual nerve to left sublingual ganglion,
spinal arachnoid mater,
multiple views,
anterior surface of kidney,
left acromion,
right obliquus capitis superior,
medial tibial spine,
segment of C6 root of suprascapular nerve,
anterior belly of digastric muscle,
central segment of radial nerve,
posterior branch of lateral cutaneous branch of ventral branch of lumbar artery,
brachialis branch of radial recurrent artery,
RID143,
nerve to hypoglossus,
zone of intercondylar eminence of tibia,
subarachnoid sulcus,
lateral medullary lamina,
tip of the iceberg sign,Only the near wall of an ovarian cyst is visible on a sagittal ultrasound. Suggests benign dermoid cyst; rest of cyst is shadowed by solid components.
surface of region of surgical neck of humerus,
right transverse temporal gyrus,
medial antebrachial cutaneous nerve component of trunk of first thoracic nerve,
varicocele,
subdivision of left hepatic artery,
pharyngeal branch of descending palatine artery,
ameloblastic fibroma,
T5 vertebral body,
suprascapular nerve component of trunk proper of anterior ramus of right fifth cervical nerve,
left extensor indicis,
phase non-uniformity,This term requires no definition.
grade I chondromalacia,
vault of nasopharynx,
branch of marginal mandibular branch of facial nerve to orbicularis oris,
lateral cervical nucleus,
juxtaoral organ,
dorsal nucleus of medial geniculate body,
left lateral ligament of prostate,
surface of glenoid proper of scapula,
third medial lumbar intertransversarius,
left tenth thoracic nerve,
medial cutaneous branch of medial branch of posterior ramus of seventh thoracic nerve,
central segment of right sixth thoracic spinal nerve,
right lateral ventricle,
central segment of left subclavian nerve,
cervical segment of posterior spinocerebellar tract,
lymphatic tree organ part,"Segment of lymphatic tree organ which has as its direct parts two or more lymphatic chains; together with other lymphatic organ part trees constitutes a lymphatic tree organ. Examples: subclavian lymphatic tree, right lumbar lymphatic tree."
serosa of spleen,
trunk of flexor digitorum bevis branch of left medial plantar nerve,
ependymoastrocytoma,
area of insertion of right semimembranosus,
nipple of left female breast,
right parietal lobe proper,
communicating branch of superior laryngeal nerve with recurrent laryngeal nerve,
medial habenular nucleus,
c2 root of right transverse cervical nerve,
chronic intestinal pseudo-obstruction,
neural network of right third metacarpal bone,
preganglionic segment of posterior root of right first cervical spinal nerve,
right acromioclavicular joint,
auricularis superior muscle,
left superior cardiac nerve,
anterior surface of body of pancreas,
cystic adventitial disease,
left buccal nerve,
lumen of left minor calyx,
medial tributary of dorsal tributary of right third lumbar vein,
branch of lateral occipital artery,
neural network of deltoid,
posterior tibial artery,
tonsillar branch of lesser palatine nerve,
right anteromedial nucleus,
synovial membrane of left subscapularis bursa,
lateral tuberal nucleus,
cavity of lesser sac,
rectal gland,
left medial motor nucleus of spinal cord,
morbidity,treatment toxicity or complications
communicating branch of left anterior interosseous nerve with left ulnar nerve,
muscle layer of left minor calyx,
birdshot,
transitional cell carcinoma of ureter,
cardiac blur sign,"All or part of left heart border is obscurred on a frontal radiograph. Typically suggests postinfarction myocardial scar of anterior wall of left ventricle. May also suggest pleuropericardial scarring, cardiophrenic angle fat pad, or arrythmia."
noise artifact,Image has excessive noise appearance that is not explained by under-exposure or other known equipment failure
median nerve component of trunk of anterior division of anterior ramus of left sixth cervical nerve,
conoid tubercle,
Seurat spleen sign,"Following trauma, spleen appears spotted with many small dots of contrast on an angiogram, similar to a Seurat pointillistic painting. Suggests splenic rupture."
ascending glandular branch of left inferior thyroid artery,
Chilaiditi syndrome,Refers to the usually asymptomatic interposition of the bowel (usually hepatic flexure of the colon) between the liver and the (right) hemidiaphragm.  Chilaiditi’s Syndrome is radiologically  important because it can simulate pneumoperitoneum ( so also called pseudo-pneumo-peritoneum ).
not parallel lesion,"BI-RADS US: The anterior-posterior or vertical dimension is greater than the transverse or horizontal dimension.  These masses can also be obliquely oriented to the skin line.  Round masses are not parallel in their orientation.  Synonyms: ""taller than wide"" or vertical."
ascending branch of meningeal branch of fourth cervical nerve,
anterior superficial chest wall,
metaphysis of first metacarpal bone,
right second common palmar digital nerve,
right accessory cuneate nucleus,
transverse process of vertebra,
dorsolateral segment of left ventral gray column of spinal cord,
set of left internal intercostal muscles,
discontiguous,
external pyramidal layer of left Brodmann area 18,
t4 branch to right semispinalis thoracis,
skin of dorsal part of little toe,
epithelium of small intestine,
preterminal colic lymph node,
l4 segment of marginal zone of dorsal gray column of spinal cord,
mucosa of thoracic part of esophagus,
peripheral segment of glossopharyngeal nerve,
anterior surface of right humerus,
peripheral segment of right third lumbar spinal nerve,
posterior band of right inferior glenohumeral ligament,
trunk of iliac branch of iliohypogastric nerve,
clear cell adenocarcinoma,"An adenocarcinoma characterized by the presence of varying combinations of clear and hobnail-shaped tumor cells. There are three predominant patterns described as tubulocystic, solid, and papillary. These tumors, usually located in the female reproductive organs, have been seen more frequently in young women since 1970 as a result of the association with intrauterine exposure to diethylstilbestrol. (From Holland et al., Cancer Medicine, 3d ed) [MeSH]"
articular cartilage of lateral navicular,
external granular layer of right temporal lobe,
RID7814,
superior bursa of left biceps femoris,
dura mater of posterior root of spinal nerve,
pharyngeal branch of artery of pterygoid canal,
RID12300,
area of insertion of adductor longus,
nerve to third plantar interosseous of right foot,
sterile matrix of fingernail,
distal metaphysis of left fibula,
ventromedial segment of ventral gray column of spinal cord,
c7 segment of right anterior corticospinal tract,
lateral glosso-epiglottic fold,
areolar connective tissue of wall of pancreatic duct,
nerve to subcostal muscle,
left lateral decubitis view,
lamina of Brodmann area 25,
deep perineal compartment,
fourth toe,
trunk of labium majus branch of left ilioinguinal nerve,
proximal epiphysis of proximal phalanx of little finger,
deep band of patellar ligament,
right dorsal septal nucleus,
RID12613,
proximal tendon of extensor digitorum longus to left fifth toe,
left second dorsal digital nerve,
t1 segment of lateral corticospinal tract,
gastrinoma,"a gastrin-secreting neuroendocrine tumor of the non-beta islet cells, the gastrin-secreting cells. This type of tumor is primarily located in the pancreas or the duodenum. Majority of gastrinomas are malignant. They metastasize to the liver; lymph nodes; and bone but rarely elsewhere. The presence of gastrinoma is one of three requirements to be met for identification of zollinger-ellison syndrome, which sometimes occurs in families with multiple endocrine neoplasia type 1; (men 1). [MeSH]"
dorsal digital branch of radial nerve to lateral side of middle finger,
mesotympanum,
c3 branch to left longissimus cervicis,
corniculate tubercle,
intercondylar eminence of left tibia,
hepato-omental fold,
multiform layer of temporal lobe,
diploic branch of supraorbital artery,
surface of proximal epiphysis of right humerus,
perimesencephalic cistern,
sonographic Murphy sign,
dense endopelvic fascia,
white matter of opercular part of left inferior frontal gyrus,
branch of left median nerve to left opponens pollicis,
right spinal reticular nucleus,
communicating branch of buccal branch of right facial nerve with right buccal nerve,
gray matter of anterior lobe of cerebellum,
congenital malformation,
homogeneous retention,
muscular branch of tibial nerve,
periscleritic form orbital pseudotumor,
cervical segment of ventral gray column of spinal cord,
left third thoracic nerve,
bleeding complication,
early onset,
clavicular part of left pectoralis major,
lateral lacuna,
set of para-aortic lumbar lymphatic vessels,
communicating branch of right ninth intercostal nerve,
"inferior temporal gyrus, anterior division (T3a)",
fossa of oval window,
proximal tendon of right fibularis longus,
nerve to palmaris longus,
right second cervical nerve,
nonossifying fibroma,
ligament graft,
left lateral superficial chest wall,
t1 branch to right iliocostalis cervicis,
taenia coli of cecum,
RID19686,
trunk of right saphenous nerve,
cutaneous branch of greater occipital nerve,
s4 segment of left dorsal gray column of spinal cord,
prelaminar part of intraocular part of right optic nerve,
orbital part of left superior frontal gyrus,
excellent,
muscle layer of subdivision of inferior minor calyx,
diaphysis of left fifth metatarsal bone,
tributary of vestibulocochlear vein,
perched facet,
right medullary reticulospinal tract,
insular vein,
left inferior transverse frontopolar gyrus,
cartilage of inferior angle of body of scapula,
proximal nail fold of third toe,
peripheral segment of left spinal accessory nerve,
anterior branch of lateral cutaneous branch of ventral branch of second lumbar artery,
undersurface,
acromial part of left suprascapular artery,
right lateral part of chest,
s1 segment of marginal zone of right dorsal gray column of spinal cord,
lateral proper plantar digital nerve of fourth toe,
diaphragmatic hernia,Protrusion of abdominal structures into the thorax as a result of congenital or traumatic defects in the respiratory diaphragm. [MeSH]
neuronal component of C2 segment,
interlobar branch of left posterior segmental renal artery,
vasculature of tail of pancreas,
vasculature of C8 segment of spinal cord,
distal cusp of tooth,
mucosa of prostatic urethra,
left gastro-epiploic lymph node group,
antitragus muscle,
thick sclerotic,
set of superior ileocolic lymphatic vessels,
Right part of middle part of anterior fibromuscular stroma of prostate,
granular layer of cortex of hemisphere of cerebellum,
brodmann area 36 of uncus,
medial part of lateral parabrachial nucleus,
c7 branch to left splenius cervicis,
meningeal branch of left seventh thoracic nerve,
infectious or inflammatory disease,
c6 dorsal column nucleus of right radial nerve,
exudate,
brodmann area 35 of right parahippocampal gyrus,
right first lumbar nerve,
interlobar branch of anterior superior segmental renal artery,
articular capsule of cricothyroid joint,
white matter of right temporal lobe proper,
posterior rootlet of left first sacral nerve,
<10mm,
min IP,
masion,The point where the nasofrontal suture is cut across by the median plane.
wall of distal part of jejunum,
peripheral segment of fifth thoracic spinal nerve,
smooth muscle layer,Smooth muscle fiber group arranged in sheets.
sagittal plane,
right supraorbital nerve proper,
free upper limb segment,
nerve to right third thoracic rotator,
neuroglial network of gray matter of C1 segment,
proximal epiphysis of phalanx of ring finger,
lateral zone of infraspinous fossa,
external pyramidal layer of right Brodmann area 24,
white matter of right anterior long insular gyrus,
dorsal accessory olivary nucleus,
articular cartilage of proximal phalangeal base,
set of muscular branches of accessory nerve,
CloseApplicationForInterpretation,(Time when) the 3rd party application is closed
central venous pericatheter obstruction,
RID12602,
c6 segment of left lateral corticospinal tract,
lateral C2 branch to right semispinalis capitis,
ligamentum teres of femoral head,
Brodmann area 29,
root of eighth thoracic nerve,
superior renal segment,Renal segment supplied by the superior segmental renal artery.
muscle body of clavicular part of right deltoid,
non-mass enhancement,BI-RADS MRI: NME is used to describe an area that is neither a mass nor a focus.  This includes enhancement patterns that may extend over small or large regions in which internal enhancing characteristics are discrete from the normal surrounding background parenchymal enhancement.
carina,
air embolism,"Embolism due to air bubbles entering the blood vessels after trauma, surgical procedures, or changes in atmospheric pressure. [MeSH]"
subdivision of parasympathetic nervous system,
ascending branch of meningeal branch of spinal nerve,
branch of right lateral pectoral nerve to sternocostal part of right pectoralis major,
nerve to left tibialis posterior,
sacral foramen,
set of branches of right radial nerve to right triceps brachii,
anterior wall of subcollicular part of prostatic urethra,
mastectomy,
PI-RADS DCE +ve,"Focal, and; earlier than or contemporaneously with enhancement of adjacent normal prostatic tissues, and; corresponds to suspicious finding on T2W and/or DWI."
neuronal component of T4 segment,
thoracic subsegment of substantia gelatinosa,
root of right fourth thoracic nerve,
bronchopulmonary lymph node,
vasculature of T10 segment of spinal cord,
c3 segment of marginal zone of left dorsal gray column of spinal cord,
external pyramidal layer of left Brodmann area 19,
left half of apex of prostate,
left common fibular nerve,
left parotid gland,
left ureter,
fetal age,
area of origin of short head of left biceps femoris,
facet,
subdivision of nucleus of posterior commissure,
descending branch of meningeal branch of ninth thoracic nerve,
intracompartmental vasculature of abdomen proper,
PI-RADS 1 - T2WI TZ Normal,Homogeneous intermediate signal intensity.
segment of Brodmann area 23,
branch of anterior circumflex humeral artery,
Wolf view,
pelvic ganglion,
tendon of extensor digitorum longus to second toe,
skeleton of lower limb,The bones of the free part of the lower extremity in humans and of any of the four extremities in animals. It includes the femur; patella; tibia; and fibula. [MeSH]
